observation_date,ITAPIEATI01GPM
2016-04-01,-0.19766293570387999
2016-05-01,0.54918064797436905
2016-06-01,0.53909516728787898
2016-07-01,0.37435269814655597
2016-08-01,-0.15518792278413901
2016-09-01,0.13390768225022401
2016-10-01,0.22051430422452001
2016-11-01,-0.09032398977335580
2016-12-01,0.60183770475127996
2017-01-01,0.75498139531422803
2017-02-01,0.23484967071914101
2017-03-01,-0.04142191408786070
2017-04-01,0.22815070031620999
2017-05-01,-0.30997238567446800
2017-06-01,-0.28147188745308599
2017-07-01,0.08059203717318070
2017-08-01,0.33926736235267302
2017-09-01,0.21931963324593801
2017-10-01,0.22287257975130301
2017-11-01,0.41906966363284398
2017-12-01,0.07199362770888711
2018-01-01,0.33934370224832000
2018-02-01,0.03304307729015720
2018-03-01,0.13768357854259000
2018-04-01,0.09938749328357120
2018-05-01,0.59906513793815497
2018-06-01,0.22930339220887200
2018-07-01,0.63474950132230801
2018-08-01,0.19069876550470000
2018-09-01,0.17872918627844001
2018-10-01,0.73759931571548898
2018-11-01,-0.53261663043510898
2018-12-01,-0.46292145279664398
2019-01-01,-0.03240561888822590
2019-02-01,0.07812782925372989
2019-03-01,0.01016537562732890
2019-04-01,-0.38626255758601702
2019-05-01,0.13703225944947600
2019-06-01,-0.30372764547127301
2019-07-01,-0.03721366922250920
2019-08-01,-0.22730269027570099
2019-09-01,0.17098029567004699
2019-10-01,0.01629907295542300
2019-11-01,-0.15830501338034300
2019-12-01,0.05318085250016990
2020-01-01,0.06618458776966740
2020-02-01,-0.50055915365098402
2020-03-01,-1.01182867398442999
2020-04-01,-1.80292384132671990
2020-05-01,-0.06156808896876810
2020-06-01,0.50611002643712200
2020-07-01,0.53543771840098398
2020-08-01,0.01958730423040900
2020-09-01,0.02290280637862700
2020-10-01,0.34090508714410700
2020-11-01,0.00430275128223190
2020-12-01,0.40574479836610600
2021-01-01,1.14980690713278011
2021-02-01,0.60190832055614196
2021-03-01,0.84371797861049302
2021-04-01,1.05246440647605999
2021-05-01,1.12364457899729997
2021-06-01,1.27796334833236003
2021-07-01,2.01265442695334995
2021-08-01,0.48956616227285099
2021-09-01,1.31265359101285006
2021-10-01,4.19838738164803082
2021-11-01,1.12415501761904002
2021-12-01,0.66180703162540200
2022-01-01,6.00011955261371011
2022-02-01,0.82628603472413997
2022-03-01,3.48804048980383996
2022-04-01,0.82783095127669704
2022-05-01,0.91848034330755002
2022-06-01,1.16696995059356001
2022-07-01,2.59422375796712013
2022-08-01,1.69670300690759990
2022-09-01,1.67164147563016008
2022-10-01,-1.95103624922440999
2022-11-01,1.27572334783715990
